Sat Apr 16 07:37:04 +0000 2011;1.0
Sat Apr 16 07:38:01 +0000 2011;1.0
Sat Apr 16 07:39:01 +0000 2011;1.0
Sat Apr 16 07:40:01 +0000 2011;1.0
Sat Apr 16 07:41:01 +0000 2011;1.0
Sat Apr 16 07:42:02 +0000 2011;1.0
Sat Apr 16 07:43:01 +0000 2011;1.0
Sat Apr 16 07:44:01 +0000 2011;2.0
Sat Apr 16 07:45:01 +0000 2011;1.0
Sat Apr 16 07:46:01 +0000 2011;1.0
